month,NA,SA,SO,PO,IO
2012-12-01,287.1244201660156,284.05859375,274.32110595703125,289.9259033203125,290.11383056640625
2013-01-01,286.39501953125,284.99560546875,275.06158447265625,289.8656311035156,290.2264099121094
2013-02-01,285.995361328125,285.6679992675781,275.4011535644531,289.92633056640625,290.4922180175781
2013-03-01,286.0186767578125,285.56072998046875,275.18304443359375,289.98748779296875,290.61004638671875
2013-04-01,286.29229736328125,285.08740234375,274.6861267089844,290.0504455566406,290.6677551269531
2013-05-01,286.96405029296875,284.3476257324219,274.13848876953125,290.1021728515625,290.53009033203125
2013-06-01,288.13751220703125,283.5086669921875,273.76995849609375,290.321044921875,290.2051696777344
2013-07-01,289.61419677734375,282.8858337402344,273.5003356933594,290.8664855957031,290.0043029785156
2013-08-01,290.3981628417969,282.4339294433594,273.3609619140625,291.23626708984375,289.976318359375
2013-09-01,290.2304382324219,282.29547119140625,273.3500061035156,291.06640625,289.94659423828125
2013-10-01,289.48663330078125,282.5842590332031,273.4506530761719,290.5665588378906,289.7532043457031
2013-11-01,288.1625671386719,283.1891174316406,273.69580078125,290.20526123046875,289.9914855957031
2013-12-01,287.0085754394531,284.06610107421875,274.1340026855469,290.0577697753906,289.9826965332031
2014-01-01,286.24176025390625,285.0713195800781,274.9093322753906,290.0597839355469,290.127197265625
2014-02-01,285.86260986328125,285.716552734375,275.2377624511719,290.04608154296875,290.4177551269531
2014-03-01,285.78118896484375,285.7020568847656,275.0456237792969,290.0301208496094,290.7337341308594
2014-04-01,286.0763244628906,285.1165466308594,274.5349426269531,290.0445861816406,290.8689270019531
2014-05-01,286.88824462890625,284.33294677734375,274.0821838378906,290.1571044921875,290.62762451171875
2014-06-01,288.2300109863281,283.48016357421875,273.7067565917969,290.5138854980469,290.2604675292969
2014-07-01,289.7634582519531,282.82659912109375,273.5057678222656,291.0174865722656,289.970947265625
2014-08-01,290.6166076660156,282.49371337890625,273.3648681640625,291.4041442871094,289.94281005859375
2014-09-01,290.3364562988281,282.3639831542969,273.3130187988281,291.3009338378906,289.8194580078125
2014-10-01,289.3506774902344,282.66839599609375,273.3927917480469,290.7554626464844,289.73480224609375
2014-11-01,288.1297912597656,283.32501220703125,273.68218994140625,290.3110656738281,289.7591247558594
2014-12-01,287.0875244140625,284.24578857421875,274.1836242675781,290.0891418457031,290.0898742675781
2015-01-01,286.3005065917969,285.2529296875,274.79290771484375,290.0877685546875,290.2279052734375
