date,C_NA,C_SA,C_SO,C_PO,C_IO
2011-12-01,14.350340291668948,15.693064911638157,15.30858873238624,18.33700369937944,16.777812187895588
2012-01-01,14.351019113161168,15.693053422207052,15.311784559562968,18.33699489405725,16.778036626912016
2012-02-01,14.351697626168274,15.693043541787528,15.314973954397466,18.336986097332513,16.77826104198282
2012-03-01,14.352375831564906,15.693035266164342,15.318156930084681,18.336977309251544,16.77848543319897
2012-04-01,14.35305373013084,15.693028591359733,15.321333500039382,18.33696852980536,16.778709800652013
2012-05-01,14.353753901854219,15.693023381055355,15.324609204529676,18.336959466731187,16.778941621943286
2012-06-01,14.354453750901435,15.693019853649012,15.327878173195494,18.33695041257107,16.77917341818624
2012-07-01,14.355130712866554,15.693018064306525,15.331035187113319,18.336941659097686,16.779397712885533
2012-08-01,14.355829919444469,15.693017889320531,15.334290729177743,18.33693262272659,16.77962945897119
2012-09-01,14.356528806261206,15.693019383772478,15.337539580697827,18.336923595232197,16.77986117992645
2012-10-01,14.357204839906533,15.693022440967614,15.340677170106694,18.336914867617477,16.780085401642708
2012-11-01,14.357880572842411,15.693027069506153,15.343808453213388,18.336906148588692,16.780309599476904
2012-12-01,14.358556006190014,15.693033264939908,15.346933443995052,18.336897438164044,16.78053377336767
2013-01-01,14.359253638530637,15.693041317696045,15.350155969594825,18.336888446411375,16.7807653944294
2013-02-01,14.359928468796042,15.693050669524172,15.353268277834864,18.336879753263624,16.78098951995049
2013-03-01,14.360580517670652,15.693061212516092,15.356270798875759,18.336871358195687,16.781206151596905
2013-04-01,14.361254761475578,15.693073635248002,15.35937075491508,18.336862682063003,16.78143023007276
2013-05-01,14.361951167975063,15.693088106026206,15.362567467034017,18.33685372580282,16.781661752719582
2013-06-01,14.362647263076745,15.693104206843133,15.365757618189507,18.336844778518387,16.78189325027564
2013-07-01,14.363320603003954,15.6931213616079,15.368838525888721,18.33683612851872,16.782117255911007
2013-08-01,14.364016077964394,15.693140709640126,15.372015598763426,18.336827199120574,16.782348703320082
2013-09-01,14.364711244201155,15.693161674783733,15.375186154555628,18.336818278644987,16.78258012563372
2013-10-01,14.365383687970253,15.693183524129442,15.378248141453133,18.33680965460179,16.782804058412207
2013-11-01,14.366055841441534,15.693206895713487,15.3813039856425,18.336801039103257,16.783027967398766
2013-12-01,14.366750094354469,15.693232649845083,15.384455217298076,18.336792145479862,16.78325931480063
2014-01-01,14.367444042567012,15.693260003280932,15.387599989689747,18.336783260845287,16.783490636972886
2014-02-01,14.368092941892012,15.693287051882065,15.390535974764608,18.3367749576164,16.78370701212398
2014-03-01,14.368763930195138,15.693316539447459,15.393567111069986,18.33676637662793,16.783930824747788
2014-04-01,14.369456989197328,15.693348562170668,15.396693005779328,18.336757518507227,16.784162073317752
2014-05-01,14.370127399854207,15.693381083492792,15.399711866936507,18.336748954905396,16.78438583803514
2014-06-01,14.370797525838226,15.69341509970754,15.402724678548008,18.33674039974781,16.784609579049658
2014-07-01,14.371489689412638,15.693451825103882,15.4058315415921,18.33673156819819,16.784840753101843
2014-08-01,14.372181553959802,15.693490121414792,15.40893204297222,18.336722745473057,16.785071902144225
2014-09-01,14.372850811869487,15.693528698162154,15.411926385179008,18.336714215976706,16.785295570535293
2014-10-01,14.37354208126495,15.693570122737206,15.415014205312175,18.33670541110988,16.785526669467107
2014-11-01,14.374210771291192,15.693611685546179,15.417996435342543,18.336696898808107,16.785750289814427
2014-12-01,14.3745450200169,15.693632973693202,15.4194854929414,18.3366926456146,16.7858620917933
